campana,zona,regional,localidad,clase_de_suelo,cultivo,rinde,antecesor_invernal_18_1,antecesor_estival_17_18,fecha_siembra,variedad,grupo_de_madurez,espaciamiento_cm,densidad,riego,napa,adversidad_1,dano_1,adversidad_2,dano_2
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,32,Barbecho,Maiz tardio/2°,2018-11-23,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,41,Barbecho,Mani,2018-11-26,N 5009,V,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,44.02,Barbecho,Maiz tardio/2°,2018-11-18,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,34.58,Barbecho,Mani,2018-11-30,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,40.89,Barbecho,Maiz tardio/2°,2018-11-01,DM 4612,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,29.34,Barbecho,Maiz tardio/2°,2018-11-30,N 4309,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,43.61,Barbecho,Maiz tardio/2°,2018-11-03,N 4309,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Villa Huidobro,II,Soja 1°,31.49,Barbecho,Maiz tardio/2°,2018-10-30,DM 4612,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,22.85,Barbecho,Maiz tardio/2°,2018-11-15,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,20.85,Barbecho,Otro,2018-11-23,N 5009,V,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,20.85,Barbecho,Otro,2018-11-22,N 5009,V,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,10.85,Barbecho,Otro,2018-11-19,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,15.17,Barbecho,Otro,2018-11-20,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,37.25,Barbecho,Maiz tardio/2°,2018-11-01,SY 4x4,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,32.91,Barbecho,Maiz tardio/2°,2018-10-31,DM 4612,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,40.33,Barbecho,Maiz tardio/2°,2018-11-11,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,35.04,Barbecho,Maiz tardio/2°,2018-11-05,SY 4x4,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,39.27,Barbecho,Maiz tardio/2°,2018-11-07,SY 4x4,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,31.61,Barbecho,Maiz tardio/2°,2018-11-08,SY 5x1,V,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,33.44,Barbecho,Maiz tardio/2°,2018-11-09,N 4309,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,32.98,Barbecho,Maiz tardio/2°,2018-11-12,CZ 4.97,IV,40,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,15.89,Otro,Otro,2018-11-22,CZ 4.97,IV,43,TRUE,No,Sin Influencia,Sequía,0.4,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,14.77,Otro,Otro,2018-11-21,CZ 4.97,IV,43,TRUE,No,Sin Influencia,Sequía,0.4,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,32.45,Barbecho,Maiz tardio/2°,2018-10-29,N 4955,IV,43,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,31.89,Barbecho,Maiz tardio/2°,2018-10-28,N 4955,IV,43,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,33.5,Barbecho,Maiz tardio/2°,2018-10-27,N 4955,IV,43,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,23.24,Barbecho,Maiz tardio/2°,2018-11-20,CZ 4.97,IV,38,TRUE,No,Sin Influencia,Sequía,0.25,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,23.89,Barbecho,Maiz tardio/2°,2018-11-22,CZ 4.97,IV,38,TRUE,No,Sin Influencia,Sequía,0.25,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,38.89,Barbecho,Otro,2018-11-20,SY 5x1,V,38,TRUE,No,Sin Influencia,Sequía,0.05,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,31.95,Barbecho,Maiz tardio/2°,2018-11-18,SY 5x1,V,38,TRUE,No,Sin Influencia,Sequía,0.05,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,46.81,Barbecho,Maiz tardio/2°,2018-11-04,CZ 4.97,IV,43,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,33.04,Otro,Soja 1°,2018-11-15,SY 5x1,V,43,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,51.59,Barbecho,Maiz tardio/2°,2018-11-05,DM 40R16,IV,43,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,45.84,Barbecho,Maiz tardio/2°,2018-11-17,SY 5x1,V,43,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,51.69,Barbecho,Maiz tardio/2°,2018-11-19,DM 40R16,IV,43,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,22.14,CS Gramínea,Soja 1°,2018-10-31,SY 5x1,V,43,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 2°,29.55,Trigo,Soja 1°,2018-12-05,NS 4955,IV,19,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,31.08,CS Gramínea,Soja 1°,2018-10-30,SY 5x1,V,43,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 2°,29.87,Trigo,Soja 1°,2018-12-06,N 4955,IV,19,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 2°,48.18,Barbecho,Maiz tardio/2°,2018-11-21,DM 40R16,IV,43,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,50.88,Barbecho,Maiz tardio/2°,2018-11-03,CZ 4.97,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,51.15,Barbecho,Maiz tardio/2°,2018-11-03,CZ 4.97,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,49.9,Barbecho,Maiz tardio/2°,2018-11-02,CZ 4.97,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,52.55,Barbecho,Maiz tardio/2°,2018-11-01,DM 40R16,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,56.18,Barbecho,Maiz tardio/2°,2018-10-24,DM 40R16,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,52.49,Barbecho,Maiz tardio/2°,2018-11-29,DM 40R16,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,54.37,Barbecho,Maiz tardio/2°,2018-11-30,DM 40R16,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,III,Soja 1°,56.88,Barbecho,Maiz tardio/2°,2018-10-31,DM 40R16,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,35.1,Barbecho,Maiz tardio/2°,2018-11-01,NS 4955,IV,43,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 2°,33.26,Trigo,Soja 1°,2018-12-23,NS 4955,IV,38,TRUE,No,Con Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,38.52,Barbecho,Maiz tardio/2°,2018-12-27,CZ 4.97,IV,38,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,31.32,Barbecho,Maiz tardio/2°,2018-11-22,SY 5x1,V,43,TRUE,No,Sin Influencia,Sequía,0.05,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,30.32,Barbecho,Maiz tardio/2°,2018-11-22,SY 5x1,V,43,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,25.6,CS Gramínea,Soja 1°,2018-11-21,SY 5x1,V,43,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,37.05,Barbecho,Maiz tardio/2°,2018-12-17,N 4955,IV,38,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,26.71,Barbecho,Mani,2018-12-18,CZ 4.97,IV,38,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,38.3,Barbecho,Mani,2018-11-27,DM 40R16,IV,38,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,42.03,Barbecho,Mani,2018-11-28,DM 40R16,IV,38,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,41.86,Barbecho,Maiz tardio/2°,2018-10-27,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,40.24,Barbecho,Maíz Temprano,2018-10-29,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,56.76,Barbecho,Maíz Temprano,2018-10-29,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,45.92,Barbecho,Maiz tardio/2°,2018-10-28,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,43.31,Barbecho,Maiz tardio/2°,2018-10-29,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,46.98,Barbecho,Maiz tardio/2°,2018-10-28,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,42.08,Barbecho,Maíz Temprano,2018-11-20,DM 40R16,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,37.3,Barbecho,Soja 1°,2018-11-21,DM 40R16,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,35.31,Barbecho,Maiz tardio/2°,2018-10-25,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,34.37,Barbecho,Maiz tardio/2°,2018-10-24,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,34.28,Barbecho,Maiz tardio/2°,2018-10-26,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,37.15,Barbecho,Maiz tardio/2°,2018-10-31,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,37.01,Barbecho,Maiz tardio/2°,2018-11-10,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,38.559,Barbecho,Maiz tardio/2°,2018-11-09,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,37.64,Barbecho,Maiz tardio/2°,2018-12-12,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,41.84,Barbecho,Maiz tardio/2°,2018-12-13,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,32.2,Barbecho,Maiz tardio/2°,2018-11-12,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,32.59,Barbecho,Maiz tardio/2°,2018-11-12,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,34.22,Barbecho,Maiz tardio/2°,2018-11-11,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,45.28,Barbecho,Soja 1°,2018-11-07,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,44.18,Barbecho,Soja 1°,2018-11-07,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,42.88,Barbecho,Maiz tardio/2°,2018-10-30,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,24.9203125,Barbecho,Maiz tardio/2°,2018-10-29,DM 50i17,V,52,TRUE,No,Sin Influencia,Sequía,0.3,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,40.7887783341177,Barbecho,Maiz tardio/2°,2018-10-31,DM 40R16,IV,52,TRUE,No,Sin Influencia,Sequía,0.1,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,37.0918198629464,Barbecho,Maiz tardio/2°,2018-11-14,DM 40R16,IV,52,TRUE,No,Sin Influencia,Sequía,0.1,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,28.2791043325658,Barbecho,Maiz tardio/2°,2018-10-25,DM 50i17,V,52,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,24.9784615384615,Barbecho,Soja 1°,2018-11-21,DM 50i17,V,52,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,22.2625,Barbecho,Soja 1°,2018-11-20,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,20.7225806451613,Barbecho,Maiz tardio/2°,2018-11-15,CZ 4.97,IV,52,TRUE,No,Sin Influencia,Sequía,0.3,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,IV,Soja 1°,34.8810810810811,Barbecho,Maiz tardio/2°,2018-10-26,DM 40R16,IV,52,TRUE,No,Sin Influencia,Sequía,0.2,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,20.5,Barbecho,Soja 1°,2018-11-19,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,15.45,Barbecho,Soja 1°,2018-11-01,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,15.42,Barbecho,Soja 1°,2018-12-27,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,21.08,Barbecho,Maiz tardio/2°,2018-11-19,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,28.48,Barbecho,Soja 1°,2018-11-21,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,23.71,Barbecho,Soja 1°,2018-11-22,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,25.06,Barbecho,Maiz tardio/2°,2019-01-03,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,28.65,Barbecho,Soja 1°,2018-11-23,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,19.98,Barbecho,Soja 1°,2018-11-27,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,12.59,Barbecho,Maiz tardio/2°,2018-11-29,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,Adelia Maria,Adelia maria,II,Soja 1°,19.98,Barbecho,Soja 1°,2018-11-28,SY 5x1,V,52,TRUE,No,Sin Influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Vicuña Mackenna,-,Soja 2°,33,Trigo,Soja 1°,2018-12-10,CZ 4.97,IV,42,TRUE,No,Con influencia,NA,0,Sin adversidad,0
2019/20,4,V. Mackenna,Vicuña Mackenna,-,Soja 1°,35,CS Graminea,Maiz Tardío/2°,2018-11-01,CZ 4505,IV,42,TRUE,No,Con influencia,Granizo,0.1,Sin adversidad,0
2019/20,4,V. Mackenna,Vicuña Mackenna,-,Soja 2°,35,CS Graminea,Maiz Tardío/2°,2018-12-23,CZ 4.97,IV,42,TRUE,No,Con influencia,Granizo,0.2,Granizo,1
2019/20,4,V. Mackenna,Vicuña Mackenna,-,Soja 1°,39,Barbecho,Soja 2°,2018-12-23,CZ 4.97,IV,42,TRUE,No,Con influencia,Granizo,0.9,Granizo,1
2019/20,4,V. Mackenna,Vicuña Mackenna,-,Soja 1°,31,CS Graminea,Maiz Tardío/2°,2018-12-01,CZ 4.97,IV,42,TRUE,No,Sin influencia,Granizo,0.7,Sin adversidad,0
2019/20,4,V. Mackenna,Del Campillo,-,Soja 1°,19,CS Graminea,Maiz Tardío/2°,2018-11-19,CZ 4.97,IV,26,TRUE,no,Sin influencia,NA,0,Sin adversidad,0
2019/20,4,V. Mackenna,Del Campillo,-,Soja 1°,32,Barbecho,Soja 1°,2018-11-20,CZ 4.97,IV,42,TRUE,no,Sin influencia,Otro,0.3,Sin adversidad,0
2019/20,4,V. Mackenna,Del Campillo,-,Soja 1°,16,Barbecho,Maiz Tardío/2°,2018-12-24,CZ 4.97,IV,42,TRUE,no,Sin influencia,Otro,0.3,Sin adversidad,0
2019/20,4,V. Mackenna,Del Campillo,-,Soja 1°,29,Barbecho,Maiz Tardío/2°,2018-11-22,CZ 4.97,IV,26,TRUE,no,Sin influencia,Otro,0.3,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,25,Barbecho,Maíz Temprano,2018-10-26,DM 4612,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,15,Barbecho,Maiz Tardío/2°,2018-11-12,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,38,Barbecho,Maiz Tardío/2°,2018-11-01,DM 50i17,V,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,38,Barbecho,Maiz Tardío/2°,2018-10-26,DM 50i17,V,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,24,Barbecho,Maiz Tardío/2°,2018-10-29,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,39,Barbecho,Maíz Temprano,2018-10-30,DM 4612,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,39,Barbecho,Maiz Tardío/2°,2018-11-16,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,31,Barbecho,Maiz Tardío/2°,2018-11-01,AW 4326,IV,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,32,Barbecho,Maiz Tardío/2°,2018-11-07,BIO 4.51,IV,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,42,Barbecho,Maiz Tardío/2°,2018-11-10,Otro,-,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,36,Barbecho,Maíz Temprano,2018-10-26,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,35,Barbecho,Maiz Tardío/2°,2018-11-12,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,32,Barbecho,Maiz Tardío/2°,2018-11-07,BIO 4.51,IV,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,26,Barbecho,Maiz Tardío/2°,2018-11-13,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,45,Barbecho,Maíz Temprano,2018-10-25,Otro,-,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,39,Barbecho,Maiz Tardío/2°,2018-11-14,DM 50i17,V,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,34,Barbecho,Maiz Tardío/2°,2018-11-02,AW 4326,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,36,Barbecho,Maiz Tardío/2°,2018-11-05,AW 4326,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,35,Barbecho,Maiz Tardío/2°,2018-10-25,DM 4612,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,26,Barbecho,Maiz Tardío/2°,2018-11-12,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,47,Barbecho,Maíz Temprano,2018-10-19,DM 4612,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,43,Barbecho,Maíz Temprano,2018-10-22,DM 4612,IV,35,TRUE,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,46,Barbecho,Maíz Temprano,2018-10-28,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2019/20,4,V. Mackenna,Villa  Sarmiento,IV,Soja 1°,33,Barbecho,Maiz Tardío/2°,2018-11-06,DM 50i17,V,35,TRUE,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
